en,es,de,fa,ar
Spaceship,Astronave,Raumschiff,کشتی فضایی,سفينة فضاء
Spaceward,Al lado del espacio,Neben dem Weltraum,بجانب فضا,بجانب الفضاء
Spacious,Espaciador,Abstandshalter,فضادار,فاصل
Spain,Español,Spanisch,اسپانی,الأسبانية
Spall,Guijarro,Kiesel,سنگ ریزه,حصاة
Span,Medida,Ausmaß,گستردگی,حد
Span New,Completamente fresco,Ganz frisch,کاملا تازه,طازجة تماما
Spangled,Con lentejuelas,Mit Pailletten,با پولک,مع الترتر
Spaniard,Español,Spanisch,اسپانیولی,الأسبانية
Spanish,Español,Spanisch,اسپانیولی,الأسبانية
Spank,Joder,Ficken,درکونی زدن,لممارسة الجنس
Spanner,Varilla de fijación,Befestigungsstange,میله الصاقی,قضيب التثبيت
Spanwood,Baqam,Baqam,بقم,بقّام
Spar,Jugar a los puños,Fäuste spielen,مشت بازی کردن,للعب القبضات
Spare, Ejercicio, Übung,"مظایقه	", يمارس
Spare No Effort, Se ha hecho un buen esfuerzo., Es wurde viel Aufwand betrieben.,"سعی وافی مبذول	", لقد تم بذل جهد جيد.
Spare Part,Pieza de recambio,Ersatzteil,یدک,قطعة غيار
Spare Parts,Piezas de repuesto,Ersatzteile,لوازم یدکی,قطع غيار
Spare Time,Mucho tiempo,Viel Zeit,وقت زیادی,الكثير من الوقت
Spareable,Capaz,Fähig,قابل امساک,قادر
Sparing,Acoso,Belästigung,مضایقه کننده,مضايقة
Spark,Chispas,Funkenbildung,جرقه زدن,شرارة
Spark Plug,Vela,Kerze,شمع,شمعة
Sparker,Bujía,Zündkerze,جرقه زن,شمعة الإشعال
Sparkle,Resplandecer,Funkeln,تلالو,بريق
Sparkler,Brillante,Genial,پرتلالوء,باهِر
Sparks,Demonio,Teuflisch,شرار,شر
Sparky,Chispa,Sparky,اسپارکی,سباركي
Sparrow,Gorrión,Spatz,گنجشک,عصفور
Sparrow Hawk,Bueno,Okay,باشه,تمام
Sparse,"Suelto, suelto","Locker, locker",گشاد گشاد,"فضفاض، فضفاض"
Sparseness, Delgado, Dünn,"تنک	", رفيع
Sparsity,Espalda baja,Unterer Rücken,کم پشتی,أسفل الظهر
Sparta,Esparta,Sparta,اسپارت,سبارتا
Spartan,espartano,spartanisch,اسپارتی,سبارتان
Spasm,Convulsión,Konvulsion,تشنجه,التشنج
Spastic,Contractible,Kontraktil,انقباضی,مقلص
Spat,Bebé caracol,Babyschnecke,بچهحلزون,حلزون صغير
Spate,Aluvión de palabras,Flut der Worte,سیل کلمات,فيضان من الكلمات
Spathulate,En forma de cuchara,Löffelförmig,قاشقی شکل,على شكل ملعقة
Spatial,Distancia,Distanz,فاصلهای,مسافة
Spatiality,Tienes espacio,Du hast Platz.,فضا داری,لديك مساحة.
Spatter,Pequeña cantidad,Kleine Menge,مقدار کم,كمية صغيرة
Spatulate,En forma de cuchara,Löffelförmig,قاشقی شکل,على شكل ملعقة
Spawn,Poniendo huevos,Eier legen,تخم ریختن,وضع البيض
Spawning,Desove,Laichen,تخم ریزی,التبويض
Spay, Ovárico, Eierstock,"بی تخمدان	", المبيض
Speak, Hablar, Sprechen,"صحبت	", يتحدث
Speak Extemporaneously,Hablar con una sonrisa,Mit einem Lächeln sprechen,با لبداهه حرف زدن,التحدث بابتسامة
Speak Nonsense,No decir nada,Nichts sagen,بیهوده گفتن,لا أقول شيئا
Speak Out, Declaración, Stellungnahme,"تقریر	", إفادة
Speak Sarcastically,Para burlarse de,Sich über etwas lustig machen,کنایه زدن,للسخرية من
Speak The Truth,Para decir la verdad,Um die Wahrheit zu sagen,صدق گفتن,لأقول الحقيقة
Speak Unclear, Cráneo, Schädel,"تمجمج	", جمجمة
Speak. Talk,Hablando,Reden,حرف زدن,التحدث
Speaker,Charlatán,Gesprächig,سخن ران,ثرثار
Speaker Of The House,moderador parlamentario,Parlamentarischer Moderator,ناظم پارلمانی,مُنسّق برلماني
Speaker Of The Judiciary,Portavoz del Poder Judicial,Justizsprecher,سخنگوی قوه قضاییه,المتحدث باسم القضاء
Speaking,Entrando,Eingabe,درآییدن,دخول
Speaking Unclearly,Cráneo,Schädel,تمجمج,جمجمة
Speaking With,En conversación con,Im Gespräch mit,درگفتگو با,في محادثة مع
Spear,Ser prostituta,Eine Prostituierte sein,بانیزه زدن,أن تكون عاهرة
Spearhead,Ser pionero,Zum Pionier,پیشگامی کردن,لريادة
Spearman,Lanzador de jabalina,Speerwerfer,نیزه انداز,رامي الرمح
Spearmint,Menta,Minze,نعناع,النعناع
Spear-Shaped,Lanzas,Speere,نیزهای,الرماح
Special,Especial,Besonders,ویژه,خاص
Special Session,Reunión especial,Sondersitzung,جلسه مخصوص,اجتماع خاص
Specialist,Trabajo especial,Sonderarbeiten,ویژه کار,عمل خاص
Specialize,Para dedicar,Zu widmen,اختصاصی کردن,لتكريس
Specialized,Especializado,Spezialisiert,تخصصی,متخصص
Specially,Específicamente,Speziell,اختصاصاً,خاصة
Specially For,Especial,Besonders,ویژه,خاص
Specialty,Especialidad,Spezialität,اسپسیالیته,التخصص
Specialty Course,Curso especializado,Spezialkurs,دوره تخصصی,دورة متخصصة
Specie,vasco,baskisch,وابسته بسکه,الباسكية
Species,Tipos,Arten,انواع,أنواع
Specific,Específico,Spezifisch,مشخص,محدد
Specific Charge,Carga especial,Spezialfracht,بارویژه,حمولة خاصة
Specific Gravity,Peso específico,Spezifisches Gewicht,وزن مخصوص,الجاذبية النوعية
Specific Object,Los chiítas en particular,Insbesondere Schiiten,شیع بخصوص,الشيعة على وجه الخصوص
Specific Volume,Volumen especial,Sonderband,حجم ویژه,مجلد خاص
Specification,Característica,Merkmal,مشخصه,مميزة
Specifications,Características,Eigenschaften,خصوصیات,صفات
Specified,Especificado,Angegeben,مشخص شده,محدد
Specify,Para ser franco,Um ehrlich zu sein,صراحت داشتن,لأكون صريحا
Speciman Signature,Firma de muestra,Beispielsignatur,نمونه امضاء,نموذج التوقيع
Specimen,Muestra,Probe,نمونه,عينة
Specious,Bella y fea,Schön und hässlich,خوش منظر و بدنهاد,جميلة وقبيحة
Speckle,Pequeña mancha,Kleiner Fleck,لکه کوچک,بقعة صغيرة
Spectacle,Paisaje,Landschaft,منظره,منظر جمالي
Spectacled,Anteojos,Gläser,عینکی,نظارات
Spectacular,Vista espectacular,Spektakuläre Aussicht,منظره دیدنی,منظر مذهل
Spectator,¿Qué estás viendo?,Was schaust du dir an?,تماشا چی,ماذا تشاهد؟
Spectral,Espectral,Spektral,طیفی,طيفي
Spectre,Pensamientos e imaginación,Gedanken und Vorstellungskraft,خیال و فکر,الأفكار والخيال
Spectrogaph,Espectrómetro,Spektrometer,طیف سنج,مطياف
Spectrogram,Espectrograma,Spektrogramm,طیف نگاره,مخطط الطيف
Spectroscope,Espectroscópico,Spektroskopische,طیف بینی,مطيافية
Spectroscopy,Espectroscópico,Spektroskopische,طیف بینی,مطيافية
Spectrum,Yermo,Ödland,بیناب,أرض قاحلة
Speculate,Transacciones de juego,Glücksspieltransaktionen,معاملات قماری کردن,معاملات المقامرة
Speculation,Declaración de oposición,Gegenaussage,اظهار مخالف,بيان معارض
Speculator,Devorador de tierra,Erdenfresser,زمین خوار,آكل الأرض
Speech,La facultad del habla,Die Fähigkeit zur Sprache,قوه ناطقه,كلية النطق
Speechless,Sin respuesta,Unbeantwortet,بی جواب,لم تتم الإجابة
Speed,Velocidad,Geschwindigkeit,سرعت,سرعة
Speed Up,Tirar a la basura,Wegwerfen,دور برداشتن,رمى
Speeder,Apresurado,Hastig,عجلهکننده,متسرع
Speeding Up,Aceleración,Beschleunigung,تسریع,تسريع
Speedometer,Velocidad del barco,Geschwindigkeit des Schiffes,سرعت پیما,سرعة السفينة
Speedster,Radical,Radikale,تندرو,متطرف
Speleologist,Explorador de cuevas,Höhlenforscher,غار شناس,مستكشف الكهوف
Speleology,Espeleología,Speläologie,غارشناسی,دراسة المغاور
Spell,Ortografía,Rechtschreibung,هجی کردن,التدقيق الإملائي
Spell Binder,Fascinante,Faszinierend,مجذوب کننده,مبهر
Spellbind,Para encantar,Bezaubern,مفتون ساختن,للسحر
Speller,Libro de ortografía,Rechtschreibbuch,کتاب املاء,كتاب التهجئة
Spelling,Ortografía,Rechtschreibung,املاء,التدقيق الإملائي
Spelling Test,Examen de dictado,Diktatprüfung,امتحان دیکته,امتحان الإملاء
Spelunker,Explorador de cuevas,Höhlenforscher,کاشف غار,مستكشف الكهوف
Spend,Estar ocupado,Beschäftigt sein,مصروف داشتن,أن تكون مشغولاً
Spend Time, Tiempo empleado, Zeitaufwand,"وقت صرف	", الوقت المستغرق
Spending,Gastar,Ausgeben,صرف,ينفق
Spendthrift,Pródigo,Verschwenderisch,ولخرج,مبذر
Spent,Abandonado,Verlassen,رها شده,متروك
Sperm,Semen,Samen,منی دانه,المني
Spermaceti,cera blanca,Weißes Wachs,موم سفید,الشمع الأبيض
Spermatogenesis,Producción de esperma,Spermienproduktion,ایجاد نطفه,إنتاج الحيوانات المنوية
Spermatogenetic,Creador de espermatozoides,Spermaproduzent,موجد نطفه,منشئ الحيوانات المنوية
Spermatozoon,Semen,Samen,منی دانه,المني
Spetacle Maker,Óptico,Optiker,عینک ساز,أخصائي بصريات
Spew,Derramar,Ausgießen,بخارج ریختن,لصب
Sphagnicolous,Khazazi,Khazazi,خزهزی,خزازي
Spheral,Redondo,Runden,مستدیر,دائري
Sphere,cuerpo esférico,Kugelförmiger Körper,جسم کروی,جسم كروي
Spheres,Muchas veces,Viele Male,کرات,مرات عديدة
Spherics,Geometría esférica,Sphärische Geometrie,هندسه کروی,الهندسة الكروية
Spherify,Esferización,Sphärisierung,کروی کردن,كروية
Spheroid,Como la mantequilla,Butterartig,کره مانند,مثل الزبدة
Spherometer,Calibre de esfera,Kugelmessgerät,کره سنج,مقياس الكرة
Spherule,Pelota pequeña,Kleiner Ball,کره کوچک,كرة صغيرة
Sphgmometer,Medidor de pulso,Pulsmesser,نبض سنج,مقياس النبض
Sphinx,Esfinge,Sphinx,مجسمه ابوالهول,أبو الهول
Sphygmograph,Medidor de pulso,Pulsmesser,نبض نگار,مقياس النبض
Sphygmology,Pulsología,Pulsologie,نبض شناسی,علم نبضات القلب
Spic And Span,Completamente fresco,Ganz frisch,کاملا تازه,طازجة تماما
Spice,condimento de alimentos,Lebensmittelgewürz,چاشنی غذا,توابل الطعام
Spicery,Attari,Attari,عطاری,أتاري
Spices,Artículos de caldera,Kesselgeschirr,دیگ افزار,أواني الغلايات
Spiciness,Afilado y afilado,Scharf und scharf,تند وتیزی,حاد و حاد
Spick And Span,Completamente fresco,Ganz frisch,کاملا تازه,طازجة تماما
Spiculate,En forma de espiga,Spike-artig,سیخک مانند,مثل السنبلة
Spiculiferous,Tentáculo,Tentakeln,شاخکدار,ذو مخالب
Spiculum,Lanza pequeña,Kleiner Speer,نیزه کوچک,رمح صغير
Spicy,Afilado y afilado,Scharf und scharf,تند و تیز,حاد و حاد
Spider,Khayeh Gaz,Khayeh Gaz,خایه گز,خاييه غاز
Spider Web,Telaraña,Spinnennetz,تار عنکبوت,شبكة العنكبوت
Spigot,Perforadora,Locher,سوراخ گیر,مثقب
Spike, Claveteado, Stachelig,"میخ دار	", مسنن
Spikelet,Jacinto,Hyazinthe,سنبلک,زهرة الزنبق
Spikelike,En forma de uña,In Form eines Nagels,بشکل میخ,على شكل مسمار
Spiky,Lleno de gas,Gasgefüllt,پرگاز,مملوء بالغاز
Spile,Perforación,Bohren,سوراخ گیری,حفر
Spin,Girar,Drehen,چرخانیدن,تناوب
Spinach,Espinaca,Spinat,اسفناج,سبانخ
Spinal,Mazovar,Mazovar,مازووار,مازوفار
Spinal Column,Columna vertebral,Wirbelsäule,ستون مهره,العمود الفقري
Spinal Cord,Médula espinal,Rückenmark,نخاع شوکی,الحبل الشوكي
Spindle,Duque,Herzog,دوک,دوق
Spindly,En forma de huso,Spindelartig,دوک مانند,مثل المغزل
Spine,Vértebras de la espalda,Rückenwirbel,مهره های پشت,فقرات الظهر
Spinner,Operador,Operator,گرداننده,المشغل
Spinneret,Hilo hilado,Gesponnenes Garn,نخ ریس,غزل
Spinning,Hilado de hilo,Garnspinnen,نخ ریسی,غزل الخيوط
Spinose,Como una nuez,Nussartig,مهره مانند,مثل الجوز
Spinosity,Situación ambigua,Unklare Situation,وضعیت غامض,حالة غامضة
Spinous,Lleno de espinas,Voller Dornen,پراز خار,مليئة بالأشواك
Spinule,Piñones,Kettenräder,چرخ خاردار,عجلات مسننة
Spiny,Como una nuez,Nussartig,مهره مانند,مثل الجوز
Spiral,Espiral,Spiralförmig,مارپیچ رفتن,دوامة
Spiral Spring,Resorte espiral,Spiralfeder,فنر مارپیچ,زنبرك حلزوني
Spire,Tallo estrecho,Schmaler Stiel,ساقه باریک,ساق ضيقة
Spirit,Para animar,Aufmuntern,بسرخلق آوردن,للتشجيع
Spirit Of Wine,Puro sudor,Reiner Schweiß,عرق خالص,عرق نقي
Spiritless,Indistinto,Unterschiedslos,بی رویه,عشوائي
Spiritous,Derivado del alcohol,Derivat von Alkohol,مشتق ازالکل,مشتق من الكحول
Spirits,Apretado y arriba,Eng und hoch,تنگ و تا,مشدود وأعلى
Spirits Of Wine,Puro sudor,Reiner Schweiß,عرق خالص,عرق نقي
Spiritual,Espiritualmente,Spirituell,بطور روحانی,روحيا
Spiritual Guide,Mentor,Mentor,مرشد,مُرشِد
Spiritual Matters,Espíritu,Spirituosen,روحیات,المشروبات الروحية
Spirituality,Mundo espiritual,Spirituelle Welt,عالم روحانی,العالم الروحي
Spiritualize,Espiritualizar,Vergeistigen,روحانی کردن,لإضفاء الروحانية
Spiritually,Espiritualmente,Spirituell,بطور روحانی,روحيا
Spiritusoity,Calidad espiritual,Spirituelle Qualität,کیفیت معنوی,الجودة الروحية
Spirograph,Damnegar,Damnegar,دم نگار,دامنيغار
Spirography,Pintura de cola,Schwanzbemalung,دم نگاری,رسم الذيل
Spirometer,calibre de cola,Heckmessgerät,دم سنج,مقياس الذيل
Spirometry,Medida de la cola,Schwanzmessung,دم سنجی,قياس الذيل
Spit," Ah, qué tontería."," Ah, Blödsinn.","اخ تف	"," اه، تاف."
Spite,Guardar rencor,Einen Groll hegen,کینه ورزیدن,أن يحمل ضغينة
Spiteful,Intencional,Absichtlich,غرضآلود,متعمد
Spitefull,Sesgado,Voreingenommen,مغرضانه,متحيزة
Spitefully,Sesgado,Voreingenommen,مغرضانه,متحيزة
Spitting,Tofu,Tofu,تفو,التوفو
Spittoon,autodidacta,Autodidakt,سلف دان,علم نفسه بنفسه
Splatter, Chapoteo, Spritzen,"چلپ چلوپ	", دفقة
Spleen,Escudos,Schilde,سپرز,الدروع
Splendent,Lleno de luz,Voller Licht,پر فروغ,مليئة بالضوء
Splendid,Magnífico,Herrlich,پرشکوه,عظيم
Splendor,Brillo y resplandor,Glitzer und Glanz,زرق وبرق,بريق ولمعان
Splendour,Brillo y resplandor,Glitzer und Glanz,زرق وبرق,بريق ولمعان
Splenic,Esperanza,Esperanza,اسپرزی,إسبيرانزا
Spline,El borde del paladar y la lengua,Der Rand des Gaumens und der Zunge,لبه کام وزبانه,حافة الحنك واللسان
Splint,Hierro angular,Winkeleisen,آهن نبشی,زاوية حديدية
Splintery,Finamente picado,Fein gehackt,ریز ریز,مفرومة ناعما
Split, Crear un espacio, Schaffen Sie eine Lücke,"شکاف ایجاد	", إنشاء فجوة
Split Hairs,Broca para amapola,Bohrer für Mohn,مته بخشخاش گذاشتن,مثقاب الخشخاش
Split Peas,Cotiledón,Keimblatt,لپه,فلقة
Splitter,Disidente,Splitter,شکاف دهنده,الفاصل
Splitting,Bisel,Lünette,بزل,مدي
Splitting Of The Moon,El borde de la luna,Der Rand des Mondes,شق القمر,حافة القمر
Splotch," Punto, punto"," Stelle, Stelle","لکه لکه	"," بقعة، بقعة"
Splurge,Derrame y derrame,Verschütten und verschütten,ریخت وپاش,انسكب وانسكب
Splutter, Hierro y acero, Eisen und Stahl,"اهن وتلپ	", الحديد والصلب
Spluttery,Escupir,Spucken,تفی,بصق
Spoil, Podrido, Faul,"پوسیده	", فاسد
Spoiled,Querida Dardaneh,Lieber Dardaneh,عزیز دردانه,عزيزي الدردانه
Spoiler,Productor corrupto,Korrupter Produzent,فاسد سازنده,منتج فاسد
Spoils,Botín,Beute,غنایم,الغنائم
Spoilsman,Productor corrupto,Korrupter Produzent,فاسد سازنده,منتج فاسد
Spoke, Vara, Stange,"میله دار	", عصا
Spokesman,Portavoz,Sprecher,سخن گو,المتحدث الرسمي
Sponge,Baño de nubes,Wolkenbad,ابر حمام,حمام السحاب
Spongecake,Komaj,Komaj,کماج,كوماج
Sponging On Others,Levantar y lamer,Anheben und lecken,لفت و لیس,ارفع ولعق
Spongy,Suave y poroso,Weich und porös,نرم ومتخلخل,ناعمة ومسامية
Sponsor,Obligante,Verpflichtender,التزام دهنده,مُلزم
Sponsorship,Empresa,Unternehmen,عهدهگیری,تعهد
Spontaneous,Automotivado,Selbstmotiviert,خود انگیز,ذات دافع ذاتي
Spontaneously,Espontáneamente,Spontan,خودبه خود,بشكل عفوي
Spoon,Cuchara,Löffel,قاشق,ملعقة
Spoonerism,Lakqeh,Lakqeh,لقلقه,لَقْه
Spor,Esper,Esper,اسپر,إسبير
Sporadic,Ocasionalmente,Gelegentlich,گاهبگاه,أحياناً
Sporangium,Hagedorn,Hagedorn,هاگدان,هاجيدورن
Spore,Trayendo esporas,Sporen bringen,هاگ آوردن,جلب الجراثيم
Sporogenesis,Producción de esporas,Sporenproduktion,هاگ آوری,إنتاج الأبواغ
Sporogenic,Productores de esporas,Sporenbildend,هاگ زا,منتجة للأبواغ
Sporogenous,Productores de esporas,Sporenbildend,هاگ زا,منتجة للأبواغ
Sporogeny,Producción de esporas,Sporenproduktion,هاگ آوری,إنتاج الأبواغ
Sporogony,Producción de esporas,Sporenproduktion,هاگ آوری,إنتاج الأبواغ
Sport,Programa de entretenimiento,Unterhaltungsshow,نمایش تفریحی,عرض ترفيهي
Sport Car,Coche de Corse,Corse-Auto,اتومبیل کورسی,سيارة كورس
Sportiveness,Lahu,Lahu,لهو,لاهو
Sports,Deportes,Sport,ورزش,الرياضة
Sports Car,Coche de Corse,Corse-Auto,اتومبیل کورسی,سيارة كورس
Sports Equipment,Equipo deportivo,Sportausrüstung,اسباب ورزشی,معدات رياضية
Sportsman,Atleta valiente,Mutiger Athlet,ورزشکار جوانمرد,رياضي شجاع
Sportsmanship,Deporte de la amistad,Freundschaftssport,ورزش دوستی,رياضة الصداقة
Sporty,Atlético,Sportlich,ورزشکارانه,رياضي
Sporulation,Producción de esporas,Sporenproduktion,تولید هاگ,إنتاج الأبواغ
Spot,Rebaño,Herde,گله,قطيع
Spotless,Inmaculado,Makellos,بی لکه,نظيف
Spotlight,Destacar,Scheinwerfer,چراغ نورافکن,الضوء
Spots,Agujas,Punkte,نقاط,نقاط
Spotted,Manchado,Gefleckt,خالدار,مرقط
Spotter,Investigador de la escena del crimen,Ermittler am Tatort,کاشف جنایات,محقق مسرح الجريمة
Spouse,Compañero de cama,Bettgenosse,همخواب,رفيق السرير
Spout,Para rociar,Sprühen,فواره زدن,للرش
Spouter,Salto de puente,Jumper raus,بیرون جهنده,القفز خارج
Sprain, Camino a la vena, Weg zur Vene,"ره به رگ	", الطريق إلى الوريد
Sprained,Vena por vena,Ader für Ader,رگ به رگ,وريدًا وريدًا
Sprawl, Transmisión regular, Regelmäßige Ausstrahlung,"منظم پخش	", البث المنتظم
Sprawling,Florido y suelto,Blumig und locker,گل و گشاد,مزهر وفضفاض
Spray, Espolvoreado, Bestreut,"پاشیده	", مرشوشة
Spray Poison,Pulverización,Sprühen,سمپاشی کردن,رش
Sprayer,Pulverizador,Sprühgerät,سم پاش,بخاخ
Spraying Gun,Bomba de pulverización,Sprühpumpe,تلمبه سم پاشی,مضخة الرش
Spread, En expansión, Erweiterung,"رو به گسترش	", التوسع
Spread Out, Sí, Ja,"ولو	", نعم
Spreader,Editor,Herausgeber,منتشر کننده,الناشر
Spreading,Desarrollo,Entwicklung,توسعه,تطوير
Sprig,Para arrancar hojas,Blätter zupfen,شاخوبرگ در آوردن,لقطف الأوراق
Sprightful,Alegre,Heiter,بانشاط,مبتهج
Spring,Tener un estado elástico,Einen federnden Zustand haben,حالت فنری داشتن,أن يكون في حالة من النشوة
Spring Growth,Crecimiento primaveral,Frühlingswachstum,رشد بهاری,نمو الربيع
Spring Onion,Cebolleta,Frühlingszwiebeln,پیازچه,البصل الأخضر
Spring Suiting,Demiszon,Demiszon,دمیسزون,ديميسزون
Springboard,Vagón ligero,Leichtwagen,واگن سبک,عربة خفيفة
Springer,Vaca preñada,Trächtige Kuh,گاو آبستن,بقرة حامل
Springhead,Fuente,Quelle,سرچشمه,مصدر
Springless,Sin resortes,Federlos,بی فنر,بدون زنبرك
Springlet,Pequeño resorte,Kleine Quelle,فنر کوچک,نبع صغير
Springs,Ayoun,Ayoun,عیون,عيون
Springtide,Primavera,Frühling,بهاران,ربيع
Springtime,Manantial de vida,Frühling des Lebens,بهار زندگانی,ربيع الحياة
Springy,Resiliente,Robust,قابل ارتجاع,مرن
Sprinkle,Rociando agua,Sprühwasser,آب پاشی کردن,رش الماء
Sprinkled,Sembrador,Sämann,افشانده,الزارع
Sprinkler,Spray de agua de rosas,Rosenwasserspray,گلاب پاش,رذاذ ماء الورد
Sprinkling Water,pulverización de agua,Wassersprühen,آب پاشی,رش الماء
Sprint,Dos velocidades,Zwei Geschwindigkeiten,دوسرعت,سرعتين
Sprout,Brotante,Keimung,جوانه زدن,الإنبات
Spruce,Álamo,Pappel,صنوبر,الحور
Sprung Up,Categoría,Kategorie,رسته,فئة
Spumy,Espumoso,Schaumig,کف دار,رغوي
Spun,Responder,Antwort,تابداده,رد
Spunk,Petardo,Kracher,آتشزنه,مفرقعة نارية
Spunous,Espumoso,Schaumig,کف دار,رغوي
Spur,Para estimular,Anspornen,مهمیز زدن,لتحفيز
Spurge Olive,Mazario,Mazaryon,ماذریون,مازاريون
Spurrey,Estimulado,Angespornt,مهمیزدار,حفز
Spy,Para espiar,Spionieren,جاسوسی کردن,للتجسس
Spying,Espionaje,Spionage,جاسوسی,تجسس
Squab,Gordo y regordete,Fett und mollig,چاق وچله,سمين وممتلئ
Squabber,Prefacio,Vorwort,پیشجواب,مقدمة
Squabble,Disturbio,Aufstand,داد و بیداد,شغب
Squad,Equipo,Kader,جوخه,فريق
Squadron,Corajudo,Mutig,بهادران,شجاع
Squalid,De mal aspecto,Schlecht aussehend,بد ظاهر,سيئ المظهر
Squall,Tormenta,Sturm,بوران,عاصفة
Squalor,Trabajo sucio,Drecksarbeit,کثافت کاری,عمل قذر
Squama,Jruschov,Chruschtschow,خرشف,خروشوف
Squamous,Escamoso,Schuppig,فلس دار,متفلّس
Squander,Para volar lejos,Wegblasen,بر باد دادن,لتنفجر بعيدا
Squandering,Desperdiciar,Abfall,اتلاف,يضيع
Square,Cuadrado,Quadrat,میدان,مربع
Square Knot,Nudo merbar,Merbar-Knoten,گره مربر,عقدة مربار
Square Meter,Metro cuadrado,Quadratmeter,متر مربع,متر مربع
Square Root,Raíz cuadrada,Quadratwurzel,ریشه دوم,الجذر التربيعي
Square Shouldered,Charshane,Charshane,چارشانه,شارشان
Square Toed,Pasado de moda,Altmodisch,قدیمی مسلک,الطراز القديم
Squash, Golpe fuerte y suave, Stampfend und weich,"کوبیدن و نرم	", دق و ناعم
Squashy,Aplastante,Zerkleinern,لهشونده,سحق
Squat, Jorobado, Bucklige,"قوز	", أحدب
Squatting,Cuantitativo,Quantitativ,چندک,كمية
Squeak,Tweet Tweet,Tweeten Tweeten,جیر جیر,تغريدة تغريدة
Squeal,Grito continuo,Anhaltender Schrei,جیغ ممتمد,صراخ مستمر
Squeamish,Naranja fina,Dünn orange,نازک نارنجی,برتقالي رقيق
Squeeze,Jugo,Saft,آب میوه گرفتن,عصير
Squeezed,Compacto,Kompakt,فشرده,مضغوط
Squeezer,Arribista,Pusher,فشاردهنده,انتهازي
Squeezing,Compacidad,Kompaktheit,فشردگی,الاكتناز
Squib,Para hacer estallar fuegos artificiales,Zum Zünden von Feuerwerkskörpern,فشفشه درکردن,لإطلاق الألعاب النارية
Squint,Mirando a la izquierda,Blick nach links,چپ نگاهکردن,النظر إلى اليسار
Squint Eye,ojo izquierdo,Linkes Auge,چپ چشم,العين اليسرى
Squinter Eye,ojo izquierdo,Linkes Auge,چپ چشم,العين اليسرى
Squint-Eyed,Ahul,Ahul,احول,أهل
Squire,Criterios principales,Hauptkriterien,ملاک عمده,المعايير الرئيسية
Squirish,Como un guerrero,Kriegerisch,سلحشور وار,مثل المحارب
Squirm,Para mostrar incomodidad,Unbehagen zeigen,ناراحتی نشان دادن,لإظهار عدم الراحة
Squirrel,Ardilla,Eichhörnchen,سنجاب,سنجاب
Squirt,Pequeña fuente,Kleiner Brunnen,فواره کوچک,نافورة صغيرة
Sri Lanka,Sri Lanka,Sri Lanka,سریلانکا,سريلانكا
Srilankan,de Sri Lanka,Sri Lanka,سری لانکایی,سريلانكي
Sserry,Permanecer juntos,Zusammenhalten,بهم چسبیدن,الالتصاق معا
St. Vitus Dance,Enfermedad del baile,Tanzkrankheit,داء الرقص,مرض الرقص
Stab,herida de cuchillo,Messerwunde,زخم چاقو,جرح سكين
Stabber,Sekhmezhan,Sachmeschhan,سخمهزن,سيخميجان
Stabbing,Sijismo,Sikhismus,سخمهزنی,السيخية
Stability,Sostenibilidad,Nachhaltigkeit,پایداری,الاستدامة
Stabilization,Estabilización,Stabilisierung,پایاسازی,الاستقرار
Stabilize, Estable, Stabil,"استوار	", مستقر
Stabilized,Probado,Bewährt,ثابت شده,مثبت
Stabilizer,Estabilizador,Stabilisator,پایاساز,مثبت
Stable,Con orgullo,Mit Stolz,باپشتکار,بكل فخر
Stableness,Fortaleza,Stärke,استحکام,قوة
Stack,Apilar,Stapeln,رویهم قرار دادن,للتكديس
Stack Indicator,Representante de pila,Stack-Vertreter,نماینده پشته,ممثل المكدس
Stack Pile,Chatham,Chatham,چاتمه,تشاتام
Stack Pointer,puntero de pila,Stapelzeiger,اشارهگر پشته,مؤشر المكدس
Stackable,A granel,Massenfähig,توده کردنی,قابلة للتكديس
Stacker,Apilador,Stapler,پشتهکن,مكدس
Stacking,Apilado,Stapeln,پشتهسازی,التكديس
Staddle,Punto de apoyo,Stützpunkt,نقطه اتکاء,نقطة الدعم
Stadium,Estadio deportivo,Sportstadion,استادیوم ورزشی,ملعب رياضي
Staff,Miembros administrativos,Verwaltungsmitglieder,اعضا اداری,الأعضاء الإداريين
Staff Of Life,Alma,Lebensnerv,مایه حیات,شريان الحياة
Staffer,editor de periódico,Zeitungsredakteur,سردبیر روزنامه,محرر صحيفة
Stag,Ciervo,Reh,آهو,عزيزي
Stage,Pasos,Schritte,مراحل,خطوات
Stage By Stage,El momento del accidente,Der Moment des Unfalls,وهله بوهله,لحظة وقوع الحادث
Stage Manager,Director del espectáculo,Regisseur der Show,کارگردان نمایش,مخرج العرض
Stagecoach,Dilijan,Dilidschan,دلیجان,ديليجان
Stagger,Tropezar,Stolpern,تلو تلو خوردن,التعثر
Staggering,Tambaleante,Schwankend,تلوتلو,الترنح
Staging,Puesta en escena,Inszenierung,برصحنه آوری,التدريج
Stagirite,Aristóteles,Aristoteles,ارسطو,أرسطو
Stagnance,Depresión,Depression,کسادی,اكتئاب
Stagnant,Inmóvil,Bewegungslos,بی جنبش,بلا حراك
Stagnant Water,Agua estancada,Stehendes Wasser,آب راکد,المياه الراكدة
Stagnate, Lento, Träge,"کساد	", بطيء
Stagnation,Inmovilidad,Bewegungslosigkeit,بی جنبشی,الثبات
