en,es,de,fa,ar
Fire Eater,Tragafuegos,Feuerschlucker,آتش خوار,آكل النار
Fire Extinction,Extinción De Incendios,Feuerlöschung,اطفاء حریق,إخماد الحرائق
Fire Extinguishing,Extinción De Incendios,Feuerlöschen,اطفاء حریق,إطفاء الحرائق
Fire Guard,Guardia De Incendios,Feuerwache,نگهبان آتش,حارس حريق
Fire Off,Disparar,Abfeuern,آتش خاموش,إطفاء النار
Fire Protection,Protección Contra Incendios,Brandschutz,حفاظت در برابر آتش,الحماية من الحرائق
Fire Station,Estación De Bomberos,Feuerwache,ایستگاه آتش نشانی,محطة الإطفاء
Fire Temple,Templo Del Fuego,Feuertempel,آتشکده,معبد النار
Fire Worshipper,Adorador Del Fuego,Feueranbeter,آتش پرست,عابد النار
Firearm,Arma De Fuego,Feuerwaffe,سلاح گرم,سلاح ناري
Fireball,Bola De Fuego,Feuerball,گوی آتشین,كرة نارية
Firebox,Caja De Fuego,Feuerraum,آتشدان,صندوق النار
Firebrand,Tea,Brandstifter,آتش نشان,مشعل نار
Fireclay,Arcilla Refractaria,Schamotte,خاک نسوز,طين النار
Firecracker,Petardo,Feuerwerkskörper,ترقه,مفرقعة نارية
Firedamp,Grisú,Grubengas,آتش نشانی,مصباح ناري
Firefighter,Bombero,Feuerwehrmann,آتش نشان,رجل إطفاء
Firefly,Luciérnaga,Glühwürmchen,کرم شب تاب,يراعة
Fireman,Bombero,Feuerwehrmann,آتش نشان,رجل إطفاء
Fireproof,Incombustible,Feuerfest,ضد حریق,مقاوم للحريق
Fire-Pump,Bomba Contra Incendios,Feuerlöschpumpe,پمپ آتش نشانی,مضخة حريق
Fires,Incendios,Brände,آتش سوزی ها,حرائق
Fireside,Hogar,Kamin,کنار آتش,بجانب المدفأة
Firewood,Leña,Brennholz,هیزم,حطب
Fireworks,Fuegos Artificiales,Feuerwerk,آتش بازی,ألعاب نارية
Firing,Disparo,Brennen,شلیک کردن,إطلاق النار
Firm,Firme,Firma,شرکت,حازم
Firm Up,Fortalecer,Festigen,محکم کردن,تماسك
Firmament,Firmamento,Firmament,فلک,السماء
Firmly,Firmemente,Fest,محکم,بحزم
Firmness,Firmeza,Festigkeit,استحکام,الثبات
Firry,Cubierto De Pinos,Firry,فری,فيري
First,Primero,Erste,اول,أولاً
First Cause,Primera Causa,Erste Ursache,علت اول,السبب الأول
First Class,Clase Primera,Erste Klasse,کلاس اول,الدرجة الأولى
First Gear,Primera Marcha,Erster Gang,دنده اول,الترس الأول
First Lieutenant,Teniente Primero,Oberleutnant,ستوان یکم,ملازم أول
First Name,Nombre,Name,نام,اسم
First Of All,En Primer Lugar,Erstens,اول از همه,أولاً
First Rate,De Primera Clase,Erstklassig,درجه یک,من الدرجة الأولى
First String,Primera Cuerda,Erste Zeichenfolge,رشته اول,الوتر الأول
First Thing Coming To Mind,Lo Primero Que Me Viene A La Mente,Das Erste Was Mir In Den Sinn Kommt,اولین چیزی که به ذهن خطور می کند,أول شيء يتبادر إلى ذهني
Firstborn,Primogénito,Erstgeborener,نخست زاده,المولود الأول
Firsthand,De Primera Mano,Aus Erster Hand,دست اول,مباشرة
Firstly,En Primer Lugar,Erstens,اولاً,أولاً
Firuz,Firuz,Firuz,فیروز,فيروز
Firuzeh,Firuzeh,Firuzeh,فیروزه,فيروزة
Fiscal,Fiscal,Steuerlich,مالی,المالية
Fiscal Year,Año Fiscal,Geschäftsjahr,سال مالی,السنة المالية
Fish,Pez,Fisch,ماهی,سمكة
Fish Line,Línea De Pesca,Angelschnur,خط ماهی,خط السمك
Fish Selling,Venta De Pescado,Fischverkauf,فروش ماهی,بيع السمك
Fish Spawn,Desove De Peces,Fischlaich,تخم ریزی ماهی,بيض الأسماك
Fish-Eating,Come Pescado,Fischfresser,ماهی خوار,أكل السمك
Fisherman,Pescador,Fischer,ماهیگیر,صياد
Fishery,Pesquería,Fischerei,شیلات,مصايد الأسماك
Fish-Glue,Pegamento De Pescado,Fischleim,چسب ماهی,غراء السمك
Fishhook,Anzuelo,Angelhaken,قلاب ماهیگیری,شص
Fish-Hook,Anzuelo,Angelhaken,قلاب ماهیگیری,خطاف السمك
Fishing,Pesca,Angeln,ماهیگیری,صيد السمك
Fishing Line,Sedal,Angelschnur,نخ ماهیگیری,خط الصيد
Fishing Net,Red De Pesca,Fischernetz,تور ماهیگیری,شبكة صيد
Fishmonger,Pescadero,Fischhändler,ماهی فروش,بائع السمك
Fish-Net,Red De Pesca,Fischernetz,تور ماهیگیری,شبكة صيد السمك
Fishpound,Libra De Pescado,Fischpfuhl,پوند ماهی,حوض السمك
Fishwife,Pescadera,Fischfrau,فیش فیش,بائعة سمك
Fishy,Sospechoso,Fischig,ماهی مانند,مريب
Fissile,Físil,Spaltbar,شکافت پذیر,انشطارية
Fissility,Fisibilidad,Spaltbarkeit,شکافت پذیری,الانشطار
Fission,Fisión,Fission,شکافت,الانشطار
Fission Bomb,Bomba De Fisión,Spaltungsbombe,بمب شکافتی,قنبلة انشطارية
Fissionable,Fisionable,Spaltbar,شکافت پذیر,قابلة للانشطار
Fissiparous,Fisíparo,Spaltbar,شکافنده,انشطارية
Fissiped,Fisible,Gespalten,شکافته شده,منقسم
Fissure,Fisura,Spalt,شکاف,شق
Fist,Puño,Faust,مشت,قبضة
Fisticuffs,Puñetazos,Handgreiflichkeiten,مشت زدن,قتال بالأيدي
Fistula,Fístula,Fistel,فیستول,ناسور
Fit,Adaptar,Fit,مناسب,ملائم
Fit For Travelling,Apto Para Viajar,Reisetauglich,مناسب برای سفر,مناسب للسفر
Fitch,Fitch,Fitch,فیچ,فيتش
Fitful,Irregular,Unruhig,متناسب,متقطع
Fitness,Aptitud Física,Fitness,تناسب اندام,لياقة بدنية
Fitting,Adecuado,Beschlag,مناسب سازی,تركيب
Fitting Shop,Tienda De Accesorios,Montagewerkstatt,مغازه لوازم التحریر,متجر التجهيزات
Five,Cinco,Fünf,پنج,خمسة
Five Grams,Cinco Gramos,Fünf Gramm,پنج گرم,خمسة غرامات
Five Hundred,Quinientos,Fünfhundert,پانصد,خمسمائة
Five Senses,Cinco Sentidos,Fünf Sinne,حواس پنجگانه,الحواس الخمس
Fivefold,Cinco Veces,Fünffach,پنج برابر,خمسة أضعاف
Five-Fold,Cinco Veces,Fünffach,پنج برابر,خمسة أضعاف
Five-Leaved,De Cinco Hojas,Fünfblättrig,پنج برگ,خماسي الأوراق
Five-Pointed,De Cinco Puntas,Fünfzackig,پنج پر,خماسي الرؤوس
Five-Stringed,Cinco Cuerdas,Fünfsaitig,پنج سیمه,خمسة أوتار
Fix,Arreglar,Fix,رفع,يصلح
Fixable,Fijable,Reparierbar,قابل رفع,قابلة للإصلاح
Fixation,Fijación,Fixierung,تثبیت,تثبيت
Fixed,Fijado,Behoben,ثابت,مُثَبَّت
Fixed Stars,Estrellas Fijas,Fixsterne,ستاره های ثابت,النجوم الثابتة
Fixed To The Wall,Fijado A La Pared,An Der Wand Befestigt,به دیوار ثابت شده,مثبتة على الحائط
Fixer,Fijador,Fixer,تثبیت کننده,مصلح
Fixity,Fijeza,Festigkeit,ثبات,ثبات
Fizz,Efervescencia,Sprudeln,فیز,أز
Fizzle,Efervescencia,Zischen,فِیزِل,يفشل
Flabby,Flácido,Schlaff,شل و ول,مترهل
Flabby Person,Persona Flácida,Schlaffe Person,شخص شل و ول,شخص مترهل
Flabellum,Flabelo,Flabellum,فلابلوم,السليبلوم
Flaccid,Flácido,Schlaff,شل و ول,رخو
Flactuation,Fluctuación,Fluktuation,نوسانات,التذبذب
Flag,Bandera,Flagge,پرچم,علَم
Flagellate,Flagelar,Geißeln,تاژکدار,السوطيات
Flagellum,Flagelo,Geißel,تاژک,السوط
Flageolet,Octavín,Flageolett,تاژکدار,سوط صغير
Flaggy,Con Bandera,Flaggy,پرچم دار,علم
Flagman,Abanderado,Flaggenmann,پرچم دار,رجل العلم
Flagpole,Asta De Bandera,Fahnenstange,میله پرچم,سارية العلم
Flagship,Buque Insignia,Flaggschiff,پرچمدار,الرائد
Flagstone,Losa,Steinplatten,سنگفرش,حجر بلاطة
Flail,Mayal,Dreschflegel,شلاق زدن,سوط
Flake,Escama,Flocke,پوسته پوسته شدن,تقشر
Flaky,Escamoso,Flockig,پوسته پوسته,قشاري
Flam,Mentira,Flamme,شعله,لهب
Flambeau,Antorcha,Fackel,شعله افکن,مشعل
Flamboyance,Extravagancia,Extravaganz,زرق و برق,البهرجة
Flamboyancy,Extravagancia,Extravaganz,زرق و برق,البهرجة
Flamboyant,Extravagante,Flamboyant,پر زرق و برق,مبهرج
Flame,Llama,Flamme,شعله,لهب
Flameproof,Prueba De Fuego,Druckfest,ضد شعله,مقاوم للهب
Flaming,Llameante,Flammend,شعله ور,ملتهب
Flamingo,Flamenco,Flamingo,فلامینگو,طائر الفلامنجو
Flammable,Inflamable,Entzündlich,قابل اشتعال,قابل للاشتعال
Flank,Flanco,Flanke,پهلو,الجناح
Flannelette,Franela,Biber,فلانلت,قماش الفانيلا
Flannelly,Franela,Flanell,فلانلی,قماش الفلانلي
Flap,Solapa,Klappe,فلپ,رفرف
Flapper,Joven A La Moda,Klappe,فلاپر,إمرأة شابة
Flappy,Flappy,Flatterig,شل و ول,رفرف
Flare,Llamarada,Aufflackern,شعله ور شدن,وهج
Flare Up,Estallar,Aufflammen,شعله ور شدن,اشتعال
Flash,Destello,Blitz,فلش,فلاش
Flashlight,Flash,Taschenlampe,چراغ قوه,مصباح يدوي
Flashy,Ostentoso,Auffällig,پر زرق و برق,مبهرج
Flask,Matraz,Flasche,فلاسک,قارورة
Flat,Departamento,Wohnung,مسطح,مستوي
Flat Area,Área Plana,Ebene Fläche,منطقه مسطح,منطقة مسطحة
Flat Cable,Cable Plano,Flachkabel,کابل تخت,كابل مسطح
Flat Joke,Chiste Plano,Flacher Witz,شوخی بی مزه,نكتة مسطحة
Flat Nose,Nariz Plana,Flache Nase,بینی صاف,أنف مسطح
Flat Nosed,Nariz Chata,Plattnasig,بینی صاف,ذو أنف مسطح
Flat Tire,Neumático Pinchado,Platter Reifen,لاستیک پنچر,إطار مثقوب
Flatfoot,Pie Plano,Plattfuß,کف پای صاف,قدم مسطحة
Flathead,Cabeza Plana,Flachkopf,سر صاف,سمكة مسطحة الرأس
Flatten,Aplanar,Glätten,صاف کردن,تسطيح
Flatter,Halagar,Schmeicheln,چاپلوسی کردن,تملق
Flatter Oneself,Adularse A Sí Mismo,Sich Schmeicheln,چاپلوسی کردن,تملق نفسك
Flatterer,Adulador,Schmeichler,چاپلوس,المتملق
Flattering,Halagüeño,Schmeichelhaft,چاپلوسانه,مُجامِل
Flatteringly,Halagadoramente,Schmeichlerisch,با چاپلوسی,بإطراء
Flatterous Courtesy,Cortesía Aduladora,Schmeichelhafte Höflichkeit,ادب و نزاکت چاپلوسانه,مجاملة مجاملة
Flattery,Adulación,Schmeichelei,چاپلوسی,الإطراء
Flattop,Portaaviones,Flachdach,تخت,سطح مسطح
Flatulence,Flatulencia,Blähung,نفخ شکم,انتفاخ البطن
Flatulent,Flatulento,Blähend,نفخ آور,فارغ
Flatus,Flato,Blähungen,نفخ شکم,ريح البطن
Flaunt,Lucir,Zur Schau Stellen,خودنمایی کردن,تماوج
Flaunty,Ostentoso,Protzig,خودنمایی,التباهي
Flautist,Flautista,Flötist,نوازنده فلوت,عازف الفلوت
Flavor,Sabor,Geschmack,طعم,نكهة
Flavorful,Sabroso,Würzig,طعم دار,لذيذ
Flavorless,Soso,Geschmacklos,بی طعم,عديم النكهة
Flavour,Sabor,Geschmack,طعم,نكهة
Flaw,Defecto,Mangel,عیب,عيب
Flawless,Impecable,Einwandfrei,بی عیب و نقص,بلا عيوب
Flawlessness,Impecabilidad,Makellosigkeit,بی عیب و نقص بودن,الكمال
Flawy,Defectuoso,Fehlerhaft,معیوب,معيب
Flax,Lino,Flachs,کتان,الكتان
Flaxen,De Lino,Flachs,کتان,كتاني
Flaxseed,Linaza,Leinsamen,دانه کتان,بذور الكتان
Flay,Despellejar,Schinden,فلای,سلخ
Flayer,Desollador,Schinder,فلیر,فلاير
Flea,Pulga,Floh,کک,برغوث
Flea Market,Mercado De Pulgas,Flohmarkt,بازار دستفروشان,سوق السلع المستعملة
Fleabite,Picadura De Pulga,Flohbiss,کک مانند,لدغة البراغيث
Flea-Bitten,Picado Por Pulgas,Von Flöhen Gebissen,کک زده,مصاب بلدغات البراغيث
Fleam,Pulgón,Flamme,فلیم,دخان
Fleck,Mancha,Fleck,فلك,بقعة
Fledge,Plumar,Flügge Werden,پرچین,ريش
Flee,Huir,Fliehen,فرار,الفرار
Fleece,Lana,Vlies,پشم گوسفند,الصوف
Fleecer,Esquilador,Vliesmacher,پلیستر,صوف
Fleecing,Desplumando,Vlies,پشم چینی,جزّ الصوف
Fleecy,Lanudo,Flauschig,پشمالو,صوفي
Fleeing,Huyendo,Flucht,فرار,الفرار
Fleet,Flota,Flotte,ناوگان,أسطول
Fleeting,Fugaz,Flüchtig,زودگذر,عابر
Flege,Huir,Flege,فلگه,ريشة
Flemish,Flamenco,Flämisch,فلاندری,الفلمنكية
Flesh,Carne,Fleisch,گوشت,لحم
Fleshy,Carnoso,Fleischig,گوشتی,سمين
Fletcher,Fletcher,Fletcher,فلچر,فليتشر
Flex,Doblar,Biegen,خم شدن,ثني
Flexibility,Flexibilidad,Flexibilität,انعطاف پذیری,المرونة
Flexible,Flexible,Flexibel,انعطاف پذیر,مرن
Flick,Película,Schnippen,تلنگر,نفض الغبار
Flicker,Parpadeo,Flackern,سوسو زدن,وميض
Flickering,Parpadeo,Flackern,سوسو زدن,وميض
Flier,Volante,Flieger,پروازگر,طيار
Flight,Vuelo,Flug,پرواز,رحلة جوية
Flight Attendant,Auxiliar De Vuelo,Flugbegleiterin,مهماندار هواپیما,مضيفة طيران
Flight Control,Control De Vuelo,Flugsteuerung,کنترل پرواز,التحكم في الطيران
Flight Engineer,Ingeniero De Vuelo,Flugingenieur,مهندس پرواز,مهندس طيران
Flight Schedule,Horario De Vuelo,Flugplan,برنامه پرواز,جدول الرحلات
Flight Test,Prueba De Vuelo,Flugtest,آزمایش پرواز,اختبار الطيران
Flighty,Frívolo,Flatterhaft,پروازی,طائش
Flimsy,Endeble,Schwach,سست و بی دوام,هش
Flinch,Retroceder,Zucken,لرزیدن,ارتجف
Flinders,Flinders,Flinders,فلیندرز,فلندرز
Fling,Arrojar,Schleudern,پرت کردن,قذف
Flint,Pedernal,Feuerstein,سنگ چخماق,الصوان
Flint Glass,Vidrio De Sílex,Weißglas,شیشه فلینت,زجاج الصوان
Flip Flop,Chanclas,Flipflop,دمپایی لاانگشتی,نعال الشاطئ
Flippancy,Ligereza,Leichtfertigkeit,سهل انگاری,تهور
Flippant,Ligero,Leichtfertig,سبکسر,وقح
Flipper,Aleta,Flipper,باله,زعنفة
Flirt,Coquetear,Flirt,لاس زدن,يعاكس
Flirtatious,Coqueto,Kokett,عشوه گر,مغازل
Flirting,Galanteo,Flirten,معاشقه,مغازلة
Flit,Diligencia,Fleiß,پشتکار,الاجتهاد
Flivver,Flivver,Flivver,فلیور,فليفر
Flly,Mosca,Flly,پرواز,ذبابة
Float,Flotar,Schweben,شناور,يطفو
Floating,Flotante,Schwimmend,شناور,عائم
Floatplane,Hidroavión,Wasserflugzeug,هواپیمای شناور,طائرة عائمة
Floccose,Flocosa,Flockung,فلوکوز,فلوكوز
Flocculate,Flocular,Ausflocken,لخته شدن,تكتل
Flocculence,Floculencia,Flockung,لخته شدن,التكتل
Flocculus,Flóculo,Flockulus,فلوکولوس,فلوكولوس
Flock,Rebaño,Herde,گله,قطيع
Flocks,Rebaños,Herden,گله ها,أسراب
Floded Twice,Se Inundó Dos Veces,Zweimal Überflutet,دو بار سیل آمد,طاف مرتين
Flogger,Azotador,Peitsche,شلاق زننده,جلاد
Flood,Inundación,Flut,سیل,فيضان
Flood Victim,Víctima De Las Inundaciones,Hochwasseropfer,قربانی سیل,ضحية الفيضانات
Flooded,Inundado,Überflutet,سیل زده,غمرت المياه
Floodgate,Compuerta,Schleuse,سیل بند,بوابة الفيضان
Flooding,Inundación,Überschwemmung,سیل,الفيضانات
Floodlight,Foco,Scheinwerfer,نورافکن,مصباح
Flood-Like,Similar A Una Inundación,Flutartig,سیل مانند,مثل الفيضان
Floodwater,Aguas De Inundación,Hochwasser,آب سیل,مياه الفيضانات
Floodway,Cauce De Inundación,Flutweg,مسیر سیلاب,مجرى فيضان
Floor,Piso,Boden,کف,أرضية
Floor Lamp,Lámpara De Pie,Stehlampe,چراغ کف,مصباح أرضي
Floorage,Suelo,Bodenfläche,کفپوش,الأرضيات
Floorboard,Tabla De Suelo,Diele,تخته کف,لوح الأرضية
Floor-Cloth,Paño De Piso,Bodentuch,پارچه کف,قماش أرضي
Flooring,Piso,Bodenbelag,کفپوش,الأرضيات
Floozy,Mujerzuela,Schlampe,فلوزی,عاهرة
Flop,Fracaso,Flop,فلاپ,فشل
Flopper,Flopper,Flopper,فلاپر,فلوبر
Floppy,Flexible,Diskette,فلاپی,مرن
Flora,Flora,Flora,فلور,النباتات
Floral,Floral,Blumen-,گلدار,زهري
Florence,Florencia,Florenz,فلورانس,فلورنسا
Florescent,Fluorescente,Fluoreszierend,فلورسنت,فلوري
Floriculture,Floricultura,Blumenzucht,گلکاری,زراعة الزهور
Floriculturist,Floricultor,Blumenzüchter,گلکار,بائع الزهور
Florid,Florido,Blumig,گلدار,مزهر
Florida,Florida,Florida,فلوریدا,فلوريدا
Floridity,Floridez,Blütenpracht,گلکاری,التزهير
Florist,Florista,Florist,گلفروش,بائع الزهور
Floss,Seda Floja,Zahnseide,نخ دندان,خيط تنظيف الأسنان
Flounce,Moverse Torpemente,Volant,فلون,انتفض
Flour,Harina,Mehl,آرد,دقيق
Flourish,Florecer,Blühen,شکوفا شدن,ازدهر
Flourishing,Floreciente,Blühend,شکوفا,مزدهرة
Flourishing Business,Negocio Floreciente,Florierendes Geschäft,کسب و کار پررونق,أعمال مزدهرة
Flourishing Condition,Condición Floreciente,Blühender Zustand,وضعیت شکوفایی,حالة مزدهرة
Flow,Fluir,Fließen,جریان,تدفق
Flowable,Fluido,Fließfähig,قابل جریان,قابل للتدفق
Flowchapt,Capítulo De Flujo,Flusskapitel,فصل جریان,فصل التدفق
Flowchart,Diagrama De Flujo,Flussdiagramm,فلوچارت,مخطط انسيابي
Flower,Flor,Blume,گل,ورد
Flower Bouquet,Ramo De Flores,Blumenstrauß,دسته گل,باقة زهور
Flower Garden,Jardín De Flores,Blumengarten,باغ گل,حديقة الزهور
Flower Picker,Recolector De Flores,Blumenpflücker,گل چین,قطف الزهور
Flower Wreath,Corona De Flores,Blumenkranz,تاج گل,إكليل الزهور
Flower-Bed,Macizo,Blumenbeet,تخت گل,مشتل أزهار
Flowerful,Florido,Blumig,گلدار,مزهر
Flowering,Floración,Blüte,گل دادن,الإزهار
Flowerpot,Maceta,Blumentopf,گلدان,أصيص زهور
Flowers,Flores,Blumen,گل ها,الزهور
Flowing,Fluido,Fließend,جاری شدن,متدفق
Flu,Volar,Fliegen,پرواز,سافر
Flubdub,Pareja,Flubdub,فلوبداب,فلودب
Fluctuant,Fluctuante,Schwankend,نوسان کننده,متقلب
Fluctuate,Fluctuar,Schwanken,نوسان داشتن,يتقلب
Fluctuating,Fluctuante,Schwankend,نوسانی,متقلب
Fluctuation,Fluctuación,Fluktuation,نوسان,التقلبات
Flue,Tubo,Rauchabzug,دودکش,مدخنة
Fluency,Fluidez,Fließend,روان بودن,الطلاقة
Fluent,Fluido,Fließend,روان,طلِق
Fluff,Pelusa,Flaum,کرک,زغب
Fluffy,Esponjoso,Flaumig,کرکی,رقيق
Fluid,Líquido,Flüssigkeit,مایع,سائل
Fluidity,Fluidez,Flüssigkeit,سیالیت,سيولة
Fluids,Fluidos,Flüssigkeiten,مایعات,السوائل
Fluke,Platija,Fluke,اتفاق,حظ
Flume,Canal Artificial,Gerinne,فلوم,قناة مائية
Flummery,Tonterías,Flammenblume,فلومری,هراء
Flung,Arrojado,Geschleudert,پرت کردن,ألقيت
Flunk,Suspender,Durchfallen,شکست,رسوب
Flunk Out,Reprobar,Durchfallen,شکست خوردن,رسب
Flunkey,Lacayo,Lakai,نوکر,تابع
Flunky,Lacayo,Lakai,نوکر,تابع
Fluor,Flúor,Fluor,فلور,فلور
Fluorescent,Fluorescente,Fluoreszierend,فلورسنت,فلوري
Fluorescent Light,Luz Fluorescente,Fluoreszierendes Licht,نور فلورسنت,ضوء الفلورسنت
Flurry,Ráfaga,Aufregung,سراسیمگی,عاصفة
Flush,Enjuagar,Spülen,فلاشینگ,تدفق
Fluster,Aturdir,Nervös,سر و صدا,ارتباك
Flute,Flauta,Flöte,فلوت,فلوت
Flute Grafting,Injerto De Flauta,Flötenpfropfung,پیوند فلوت,تطعيم الفلوت
Fluting,Estriado,Riffelung,فلوتینگ,أخدود
Flutist,Flautista,Flötist,نوازنده فلوت,عازف الفلوت
Fluttering,Revoloteando,Flatternd,بال زدن,رفرفة
Fluttery,Revoloteando,Flatternd,بال بال زدن,رفرفة
Fluty,Parecido Al Sonido De Flauta,Fluty,فلوتی,متعلق بالنهر
Fluvial,Fluvial,Fluvial,رودخانه ای,نهري
Fluviatile,Fluvial,Fluviatile,فلوویاتیل,نهري
Flux,Flujo,Fluss,شار,تدفق
Fly,Volar,Fliegen,پرواز,سافر
Fly Eater,Devorador De Moscas,Fliegenfresser,مگس خوار,آكل الذباب
Fly Off,Desprenderse,Wegfliegen,پرواز کردن,طير بعيدا
Fly Paper,Papel Matamoscas,Fliegenpapier,کاغذ مگس,ورق الذباب
Fly Sheet,Doble Techo,Überzelt,ورق مگس,غطاء الطيران
Fly Whisk,Batidor De Moscas,Wedel,همزن مگس خوار,خفاقة الذباب
Flycatcher,Mosquero,Fliegenschnäpper,مگس گیر,صائد الذباب
Flying,Vuelo,Fliegend,پرواز کردن,طيران
Flying Bridge,Puente Volador,Fliegende Brücke,پل پرنده,جسر طائر
Flying Colors,Colores Voladores,Mit Bravour,رنگ های درخشان,الألوان الطائرة
Flying Fish,Pez Volador,Fliegender Fisch,ماهی پرنده,سمكة طائرة
Flying Saucer,Platillo Volador,Fliegende Untertasse,بشقاب پرنده,صحن طائر
Fly-Like,Como Una Mosca,Fliegenartig,مگس مانند,مثل الذبابة
Flyweight,Peso Mosca,Fliegengewicht,مگس  وزن,وزن الذبابة
Flywheel,Volante,Schwungrad,چرخ طیار,دولاب الموازنة
Foal,Potro,Fohlen,کره اسب,مهر
Foam,Espuma,Schaum,فوم,رغوة
Foam Rubber,Gomaespuma,Schaumgummi,لاستیک فوم,المطاط الزبدي
Fob,Engañar,Schlüsselanhänger,فوب,فوب
Focal Point,Punto Focal,Mittelpunkt,نقطه کانونی,نقطة محورية
Focus,Enfocar,Fokus,تمرکز,ركز
Focused On,Centrado En,Konzentrierte Sich Auf,متمرکز بر,ركز على
Fodder,Forraje,Futter,علوفه,علف
Foe,Enemigo,Feind,دشمن,عدو
Fog,Niebla,Nebel,مه,ضباب
Fogbound,Inmovilizado Por La Niebla,Im Nebel,مه گرفته,حجزه الضباب
Foggy,Neblinoso,Nebelig,مه آلود,ضبابي
Foghorn,Sirena,Nebelhorn,شیپور مه,بوق الضباب
Foible,Debilidad,Schwäche,قابل نفوذ,نقطة ضعف
Foil,Frustrar,Folie,فویل,رقائق معدنية
Fojan,Fojan,Fojan,فوژان,فوجان
Fold,Doblar,Falten,تا کردن,طية
Foldaway,Plegable,Klappbar,تاشو,قابلة للطي
Folded,Doblado,Gefaltet,تا شده,مطوية
Folder,Carpeta,Ordner,پوشه,مجلد
Folderol,Carpeta,Floskel,پوشه,فولديرول
Folding,Plegable,Faltbar,تاشو,قابلة للطي
Folding Screen,Biombo Plegable,Paravent,صفحه نمایش تاشو,شاشة قابلة للطي
Foliage,Follaje,Laub,شاخ و برگ,أوراق الشجر
Foliar,Foliar,Blatt,برگی,ورقي
Foliate,Foliar,Blätterig,برگدار,تورق
Foliated,Foliado,Blätterig,برگ دار,مُورق
Foliation,Foliación,Blätterung,برگ ریزی,التورق
Folium,Folio,Folium,فولیوم,فوليوم
Folk,Gente,Volk,قوم,شعبي
Folkway,Camino Popular,Volksweg,مسیر مردمی,طريقة شعبية
Follicle,Folículo,Follikel,فولیکول,الجريب
Follow,Seguir,Folgen,دنبال کردن,يتبع
Follow Up,Hacer Un Seguimiento,Nachverfolgen,پیگیری کردن,متابعة
Follower,Seguidor,Anhänger,پیرو,تابع
Followers,Seguidores,Anhänger,پیروان,المتابعين
Following,Siguiente,Folgende,دنبال کردن,التالي
Follow-Up,Hacer Un Seguimiento,Nachverfolgen,پیگیری,المتابعة
Follwer,Seguidor,Anhänger,دنبال کننده,التالي
Folly,Locura,Torheit,حماقت,حماقة
Fomative,Formativo,Prägend,محرک,مُكَوِّن
Fomentation,Fomento,Aufruhr,تحریک,تكميد
Fond,Aficionado,Liebling,دوست داشتن,مولع
Fond Of,Aficionado A,Gern,دوست داشتن,مولع ب
Fondle,Acariciar,Streicheln,نوازش کردن,ربت
Fondling,Cuidado,Streicheln,نوازش کردن,مداعبة
Fondness,Cariño,Vorliebe,علاقه,ولع
Food,Alimento,Essen,غذا,طعام
Food Articles,Artículos De Comida,Lebensmittelartikel,مقالات غذایی,المواد الغذائية
Food Poisoning,Intoxicación Alimentaria,Lebensmittelvergiftung,مسمومیت غذایی,التسمم الغذائي
Food Supply,Suministro De Alimentos,Lebensmittelversorgung,تامین مواد غذایی,إمدادات الغذاء
Food Tide,Marea De Comida,Lebensmittelflut,جزر و مد غذایی,مد الطعام
Foodless,Sin Comida,Ohne Essen,بی غذا,بلا طعام
Foods,Alimentos,Lebensmittel,غذاها,الأطعمة
Foodstuff,Productos Alimenticios,Nahrungsmittel,مواد غذایی,المواد الغذائية
Foodstuffs,Productos Alimenticios,Lebensmittel,مواد غذایی,المواد الغذائية
Foofaraw,Tonto,Foofaraw,فوفرا,فوفراو
Fool,Tonto,Narr,احمق,أحمق
Fool S Dream,El Sueño Del Tonto,Narrentraum,رویای احمق,حلم الأحمق
Foolish,Necio,Töricht,احمقانه,غبي
Foolishly,Neciamente,Töricht,به طور احمقانه,بحماقة
Foolishly Proud,Tontamente Orgulloso,Töricht Stolz,احمقانه مغرور,فخور بشكل أحمق
Foolishly Religious,Tontamente Religioso,Töricht Religiös,به طرز احمقانه ای مذهبی,متدين بشكل أحمق
Foolishness,Tontería,Torheit,حماقت,حماقة
Fools,Tontos,Narren,احمق ها,حمقى
Foot,Pie,Fuß,پا,قدم
Foot Soldier,Soldado De Infantería,Infanterist,سرباز پیاده,جندي مشاة
Footache,Dolor De Pies,Fußschmerzen,پادرد,ألم القدم
Foot-Article,Artículo De Pie,Fußartikel,مقاله پا,مقالة القدم
Football,Fútbol Americano,Fußball,فوتبال,كرة القدم
Football Coach,Entrenador De Fútbol,Fußballtrainer,مربی فوتبال,مدرب كرة قدم
Footbath,Baño De Pies,Fußbad,حمام پا,حمام القدم
Footboard,Campo De Pie,Trittbrett,تخته پا,لوح القدم
Footboy,Lacayo,Fußjunge,پسر پیاده,صبي القدم
Footcloth,Tela Para Los Pies,Fußtuch,پاپوش,قماش القدم
Footer,Pie De Página,Fußzeile,پاورقی,تذييل
Foothill,Colina,Vorgebirge,کوهپایه,سفح التل
Foothold,Asidero Para El Pie,Halt,جای پا,موطئ قدم
Footing,Pie,Fundament,پی,موطئ قدم
Footless,Sin Pies,Ohne Füße,بی پا,أحمق
Footlight,Candileja,Fußlicht,چراغ پا,ضوء القدم
Footman,Lacayo,Lakai,پیاده,أجير
Footmark,Huella,Fußabdruck,رد پا,بصمة القدم
Footnote,Nota,Fußnote,پاورقی,حاشية سفلية
