en,es,de,fa,ar
Stamina,Fuerza vital,Lebenskraft,نیروی حیاتی,القوة الحيوية
Staminal,Con perseverancia,Mit Ausdauer,با استقامت,مع المثابرة
Stammer,Sólo estás diciendo tonterías.,Du redest einfach Unsinn.,بریدی بریده هرف زدن,أنت تتحدث فقط هراء.
Stammered,Tartamudeo,Stottern,لکنتی,التأتأة
Stammerer,Alqueno,Alken,الکن,الألكين
Stamp,Pisotear el suelo,Auf den Boden stampfen,پابزمین کوبیدن,للدوس على الأرض
Stamped,Sellado,Versiegelt,ممهور,مختوم
Stampede, Patada, Kick,"لگد	", ركلة
Stampededness,Depresión,Depression,رمیدگی,اكتئاب
Stamper,Golpeando cosas,Dinge klopfen,اسباب کوبیدن,طرق الأشياء
Stamping,Bassemezani,Bassemezani,باسمهزنی,باسمزاني
Stance,Cómo ponerse de pie,Wie man steht,طرز ایستادن,كيفية الوقوف
Stanchion,Restringido o limitado,Zurückhaltend oder begrenzt,مهار یامحدود,مقيدة أو محدودة
Stand,De pie,Stehen,ایستادن,الوقوف
Standard,Estándar,Standard,استاندارد,معيار
Standardize, Homogéneo, Homogen,"همگون	", متجانس
Standards,Términos y condiciones,Geschäftsbedingungen,ضوابط,الشروط والأحكام
Standing,De pie,Stehen,ایستاده,الوقوف
Standoffish,Renuncia,Rücktritt,کناره گیر,استقالة
Standpoint,Punto de vista,Standpunkt,نقطه نظر,وجهة نظر
Standstill,Cojera,Lahmheit,لنگی,العرج
Staned,Lacado,Lackiert,لکدار,مطلي
Stanford,Stanford,Stanford,استانفورد,ستانفورد
Stanley,Stanley,Stanley,استنلی,ستانلي
Stannary,Hojalatería,Blechnerarbeiten,قلع کاری,صناعة الصفيح
Stanza,Pieza con bisagra,Scharnierstück,قطعه بندگردان,قطعة مفصلية
Stapes,Hueso de estribo,Steigbügelknochen,استخوان رکابی,عظم الركاب
Staple,Producto básico del mercado,Markt-Grundnahrungsmittel,کالایاصلی بازار,عنصر أساسي في السوق
Stapler,Máquina de bordar con alambre,Drahtstickmaschine,ماشین مفتول دوزی,آلة التطريز السلكية
Stapling,Alambre de bordar,Stickdraht,مفتول دوزی,سلك التطريز
Star,Estrella,Stern,ستاره,نجم
Starch,Pegado,Kleben,آهار زدن,اللصق
Starched,Almidón,Stärke,آهاردار,النشا
Starchy,Similar al almidón,Stärkeähnlich,شبیه نشاسته,مثل النشا
Stardom,Estrellato,Ruhm,ستارگی,النجومية
Stare, Mirada fija, Starren,"زل زل نگاه	", التحديق
Staringly,Mirar fijamente Mirar fijamente,Starren Starren,خیره خیره,التحديق التحديق
Starless,Sin estrellas,Sternenlos,بی ستاره,بلا نجوم
Starlet,Estrella del horno,Stern des Ofens,ستاره کوره,نجمة الفرن
Starlight,Luz de las estrellas,Sternenlicht,نور ستاره,ضوء النجوم
Starling,Mil manos,Tausend Hände,هزار دستان,ألف يد
Starry,Estrellado,Sternenklar,پرستاره,مرصع بالنجوم
Stars,Roshanán,Roshanan,روشنان,روشانان
Star-Shaped,Estelar,Stellar,ستارهای,ممتاز
Start, Comenzar, Start,"شروع	", يبدأ
Started,Iniciado,Begonnen,آغازشده,بدأت
Starter,Lanzacohetes,Startprogramm,راه انداز,المشغل
Startle,Para asustar,Erschrecken,هول دادن,لتخويف
Starvation,Hambruna,Hungersnot,قحطی زدگی,المجاعة
Starve,El hambre come,Hunger essen,گرسنگی خوردن,أكل الجوع
Starveling,Azotado por la hambruna,Von Hungersnot heimgesucht,قحطی زده,مجاعة
State,Declaración,Stellungnahme,استان,إفادة
Statecraft,Categoría de estado,Staatlichkeit,کشور داری,الدولة
Statehouse,Casa del Estado,State House,مجلس ایالتی,دار الدولة
Stateless,Sin gobierno,Ohne Regierung,بی دولت,بدون حكومة
Statement,Anuncio,Bekanntmachung,اعلامیه,إعلان
Statements,Excursiones,Ausflüge,گردش ها,الرحلات
Statesmanship,Mundanería,Weltlichkeit,دنیاداری,عالمية
Statgnate,Podrido,Faul,گندیده شده,فاسد
Static,Inmóvil,Bewegungslos,بی حرکت,بلا حراك
Stating,Poemas,Gedichte,اشعار,قصائد
Station,Estación,Station,ایستگاه,محطة
Stationery,Papelería,Schreibwaren,لوازم التحریر,الأدوات المكتبية
Statistical,Estadística,Statistiken,احسائی,إحصائيات
Statistician,Estadístico,Statistiker,آمار شناس,إحصائي
Statistics,Cifras,Zahlen,ارقام,الأرقام
Statuary,Culturismo,Bodybuilding,هیکل تراشی,كمال الأجسام
Statue,Estatua,Statue,تندیس,تمثال
Statuesque,Como una estatua,Wie eine Statue,شبیه مجسمه,مثل التمثال
Statuette,Disco T,T-Scheibe,تندیسک,قرص تي
Stature,Valor y valía,Wert und Nutzen,قدر وقیمت,القيمة والأهمية
Status,Estado,Status,وضعیت,الحالة
Statutory,Según la ley,Nach dem Gesetz,طبق قانون,وفقا للقانون
Staunch,Cierre,Schließen,بندآوردن,إغلاق
Stave,Con un palo,Mit einem Verein,با چماق زدن,مع النادي
Stay,Permanecer,Bleiben,ماندن,يقضي
Stayer,Mantenlo seguro,Bewahren Sie es sicher auf,نگاهدار,احفظه آمنًا
Staying,Residencia,Residenz,اقامت,مسكن
Stead,beneficio,Nutzen,فایده,فائدة
Steadfast,Estable,Stabil,استوار,مستقر
Steadier,Más estable,Stabiler,استوارتر,أكثر استقرارا
Steadiness,De pie,Stehen,پابرجای,الوقوف
Steady, Residente, Einwohner,"ساکن	", مقيم
Steal,Robar,Stehlen,به سرقت بردن,للسرقة
Stealer,Robo cometido,Begangener Diebstahl,مرتکب سرقت,السرقة المرتكبة
Stealing,Escuchas clandestinas,Abhören,استراق,التنصت
Stealthily,A escondidas,Heimlich,یواشکی,خلسةً
Stealthy,Camiseta,Unterhemd,زیرجلکی,قميص داخلي
Steam, Vapor, Dampf,"بخار	", بخار
Steamboat,Buque de vapor,Dampfschiff,قایق بخاری,باخرة
Steamer,Máquina de vapor,Dampfmaschine,ماشین بخار,محرك بخاري
Steaming,Con cola,Schwanz,دم دار,ذيل
Steamy,Caliente,Heiß,پر حرارت,حار
Steed,Vehículo,Fahrzeug,وسیله نقلیه,عربة
Steel,Acero,Stahl,فولادین,فُولاَذ
Steelwork,Trabajo del acero,Stahlverarbeitung,فولاد کاری,العمل بالصلب
Steelworker,Trabajos de hierro,Eisenarbeiten,آهن کار,أعمال الحديد
Steelwrker,Trabajador siderúrgico,Stahlarbeiter,پولادگر,عامل الصلب
Steep,En pendiente,Abschrägung,شیبدار,مائل
Steepen, Pendiente, Neigung,"سراشیب	", المنحدر
Steeple,Edificio alto,Hohes Gebäude,ساختمان بلند,مبنى شاهق
Steerable,Guiable,Führbar,هدایت کردنی,قابلة للتوجيه
Steerage,Timón,Ruder,سکان,الدفة
Steerer,Sharabans,Sharabans,شراعبان,شرابان
Steering,relación,Beziehung,رل,علاقة
Steersman,Timonel,Steuermann,سکاندار,ربان السفينة
Stefan,Esteban,Stephan,استفان,ستيفن
Stelar,De columna,Säulenförmig,ستون وار,عمودي
Stele,Secuestro,Entführung,ربودن,خطف
Stellar,Como una estrella,Sternartig,شبیه ستاره,شبيه بالنجمة
Stellate,Como una estrella,Sternartig,ستاره مانند,شبيه بالنجمة
Stelliform,Como una estrella,Sternartig,ستاره وار,شبيه بالنجمة
Stem, De tallo, Stiel,"ساقه دار	", ساق
Stemless,Sin tallo,Stammlos,بدونساقه,بدون ساق
Stemma,Genealogía,Genealogie,نسب نامه,علم الأنساب
Stemmed,Sin tallo,Stammlos,پرساقه,بدون ساق
Stemmy,Tallo tallo,Stiel Stiel,ساقه ساقه,ساق الساق
Stench,Mal olor,Schlechter Geruch,بوی زننده,رائحة كريهة
Stencil,Proceso de copiar,Kopieren,پلی کپی کردن,النسخ
Stenciler,Creador de patrones,Mustermacher,الگو ساز,صانع الأنماط
Stenograph,Patrón de letras,Buchstabenmuster,الگوی حروف,نمط الحرف
Stenographer,Taquigrafía,Kurzschrift,تند نویس,الاختزال
Stenography,Taquigrafía,Kurzschrift,مختصر نویسی,الاختزال
Stentorian,Sonido fuerte,Lauter Ton,صدا بلند,صوت عالي
Step,Escenario,Bühne,مرحله,منصة
Stepbrother,Media hermandad,Halbbruderschaft,نابرادری,أخوة غير أشقاء
Stepchild,Sin hijos,Kinderlosigkeit,نافرزندی,عدم الإنجاب
Stepdaughter,Hijastra,Stieftochter,دختر خوانده,ابنة الزوجة
Stepfather,Padre,Vater,پدراندر,أب
Stepmother,Madrastra,Stiefmutter,مادرخوانده,زوجة الأب
Steppe,Estepa,Steppe,استپ,السهوب
Steps,Grados,Abschlüsse,مدارج,الدرجات
Stepsister,Hermanas,Schwestern,خواهراندر,الأخوات
Stepson,Niño adoptado,Adoptiertes Kind,فرزند خوانده,طفل متبنى
Stercoraceous,Sucio,Schmutzig,کثافت زی,متسخ
Stercoricolous,Sucio,Schmutzig,کثافت زی,متسخ
Stereograph, Destacar, Highlight,"برجسته نما	", تسليط الضوء
Stereophonic,Estrofónico,Strophonisch,استروفونیک,ستروفونيك
Stereopticon,Ciudad Farang,Farang-Stadt,شهر فرنگ,مدينة فارانج
Stereoscope,Sobresaliente entre,Hervorragend unter,برجسته بین,متميز بين
Stereotype, Estereotipo, Stereotyp,"کلیشه	", الصورة النمطية
Sterile,Sin cargas,Unbelastet,بی بار,غير مثقل
Sterility,Sin carga,Keine Last,بی باری,لا يوجد تحميل
Sterilization,Esterilización,Sterilisation,سترون سازی,تعقيم
Sterilize, Estéril, Unfruchtbar,"نازا	", عقيم
Sterling,Libra esterlina,Pfund Sterling,لیره استرلینگ,الجنيه الاسترليني
Stern,Duro y firme,Hart und fest,سخت ومحکم,صلبة وثابتة
Sternal,Madera contrachapada,Sperrholz,جناغی,الخشب الرقائقي
Sternness,Abusi,Abusi,عبوسی,أبوسي
Sternum,esternón,Sternum,جناغ,عظم القص
Sternutative,Estornudos,Niesen,عطسه آور,العطس
Stethoscope,Teléfono,Telefon,گوشی,هاتف
Stevedore,Carga y descarga,Be- und Entladen,بارگیری وباراندازی کردن,التحميل والتفريغ
Stew,Kebab calvo,Bald Kebab,طاس کباب,كباب أصلع
Stewardess,Auxiliar de vuelo,Flugbegleiterin,مهماندار هواپیما,مضيفة طيران
Stewardship,Monitoreo del gasto,Ausgabenüberwachung,نظارت خرج,مراقبة الإنفاق
Stewpan,Olla de sopa,Suppentopf,آبگوشت پز,قدر الحساء
Stichomythia,Conversaciones cortas,Kurze Gespräche,مکالمات کوتاه,محادثات قصيرة
Stick,Pegajoso, Klebrig,"چسبناک	", لزج
Stickability,Capacidad de protección,Schutzfähigkeit,قابلیت محافظت,القدرة على الحماية
Sticker,Invierte la foto.,Drehen Sie das Foto um.,عکس بر گردان,عكس الصورة.
Stickiness,Pegajosidad,Klebrigkeit,چسبناکی,اللزوجة
Stickler,Confuso,Verwirrend,گیج کننده,مربك
Sticky,Adhesivo verdadero,Echter Klebstoff,تروچسبناک,لاصق حقيقي
Stiff,Brocheta,Spieß,سیخ,سيخ
Stiffen, Shaq, Shaq,"شق	", شاك
Stiffenj, Ajustado, Eng,"سفت	", ضيق
Stiffish,Poco entusiasta,Halbherzig,نیمه شق,فاتر
Stiffness,Estancamiento,Stagnation,جمود,ركود
Stigma,Mancha,Fleck,لکه ننگ,بقع
Stile,Cantero,Steinmetz,سنگچین,قاطع الحجارة
Still,Aún,Trotzdem,هنوز,ما زال
Stillness,Inmovilidad,Unbeweglichkeit,بی حرکتی,عدم القدرة على الحركة
Stilt,Bastón,Spazierstock,چوب پا,عصا المشي
Stimulant,Bebida alcohólica,Alkoholisches Getränk,مشروب الکلی,مشروب كحولي
Stimulate,Para estimular,Stimulieren,انگیختن,لتحفيز
Stimulated,Entusiasmado,Aufgeregt,تهییج شده,متحمس
Stimulation,Excitación,Erregung,انگیختگی,الإثارة
Stimulator,Instigador,Anstifter,انگیختگر,المحرض
Sting,Morder,Beißen,نیش زدن,يعض
Stinginess,Avaro,Geizig,خسیسی,بخيل
Stinging,Mordaz,Beißen,گزنده,العض
Stingy,Comentario breve,Kurzkommentar,کوتاه نظر,تعليق قصير
Stink,Huele mal,Riechen Sie schlecht,بوی بد دادن,رائحته كريهة
Stinking,Desagradable,Ekelhaft,نفرت آور,مقزز
Stinkpot,Comida con mal olor,Stinkendes Essen,غذای بدبو,طعام ذو رائحة كريهة
Stinky,Maloliente,Stinkend,بد بو,كريه الرائحة
Stint,Para persuadir,Überzeugen,بقناعت واداشتن,لإقناع
Stipe,Provenir,Stängel,ساقچه,ينبع
Stipendiary,Sostén de familia diario,Täglicher Ernährer,روزی خور,المعيل اليومي
Stipulate,Cita,Termin,قرار گذاشتن,ميعاد
Stipulated,Explicación,Erläuterung,مصرح,توضيح
Stipulation,Explicaciones,Erläuterungen,مصرحات,تفسيرات
Stipulations,Explicaciones,Erläuterungen,مصرحات,تفسيرات
Stir,Para remover,Umrühren,بهم زدن,لتحريك
Stirabout,Bullicioso,Geschäftiges,جنب وجوش,صاخب
Stirring,Emocionante,Spannend,هیجان آور,مثير
Stirve, Lucha, Kampf,"مجاهدت	", كفاح
Stitch,Sutura quirúrgica,Chirurgisches Nahtmaterial,بخیه جراحی,الخياطة الجراحية
Stitched,Una puntada,Ein Stich,بخیه ای,غرزة
Stitcher,Puntada punzante,Stechender Seitenstich,بخیه زننده,غرزة لاذعة
Stock,Para almacenar,Aufbewahren,ذخیره سازی کردن,للتخزين
Stock,Inventario,Inventar,موجودی,جرد
Stockade,Bloqueo,Blockierung,مسدود ساختن,حجب
STOCKBOX,Fondo de inventario,Inventarfonds,صندوق موجودی ها,صندوق المخزون
Balance,Balance,Gleichgewicht,موجودی,المخزون
Stocked,Disponible,Verfügbar,موجود,متاح
Stockholder,Propietario del inventario,Inventarbesitzer,صاحب موجودی,مالك المخزون
Stockholm,Estocolmo,Stockholm,استکهلم,ستوكهولم
Stocking,Medias,Strümpfe,جوراب ساقه بلند,جوارب
Stockpile, Apilado, Gestapelt,"انباشته	", مكدسة
Stocks,Inventarios,Vorräte,موجودی ها,المخزونات
Stockyard,corral de ganado,Viehhof,محوطه دامداری,حظيرة الماشية
Stodgy,Pesado y voluminoso,Schwer und sperrig,سنگین وکندرو,ثقيلة وضخمة
Stogie,Zapatos ásperos,Grobe Schuhe,کفش زمخت,أحذية خشنة
Stogy,Zapatos ásperos,Grobe Schuhe,کفش زمخت,أحذية خشنة
Stoic,Estoicismo,Stoizismus,رواقی,الرواقية
Stokehold,Tono,Ton,تون,نغمة
Stokehole,Horno,Ofen,تنوره,فرن
Stoker,Pincho de caldera,Kesselspieß,سیخ بخاری,سيخ المرجل
Stolen,Robado,Gestohlen,به سرقت رفته,مسروقة
Stolid,Sin sentimientos,Gefühllos,فاقد احساس,بلا شعور
Stomach,Yamina,Yamina,یمینه,يامينا
Stomachache,Dolor de estómago,Magenschmerzen,درد معده,ألم المعدة
Stomach-Ache,Dolor abdominal,Bauchschmerzen,شکم درد,ألم في البطن
Stomacher,Sostén,BH,سینه بند,حمالة صدر
Stomachic,Jarabe de aperitivo,Vorspeisensirup,شربت اشتهاآور,شراب المقبلات
Stomachy,Barriga grande,Dicker Bauch,شکم گنده,بطن كبير
Stomatic,En forma de boca,Mundähnlich,شبیه دهان,مثل الفم
Stomp,Pateando,Treten,لگد کوبی کردن,الركل
Stone, Lapidación,Steinigung,"سنگسار	",الرجم
Stone-Dead,Completamente muerto.,Völlig tot.,کاملا مرده,ميت تماما.
Stone-Hearted,Duro de corazón,Hartherzig,دل سخت,قاسي القلب
Stoning,Lapidación,Steinigung,سنگسار,الرجم
Stony,Construir con piedra,Mit Stein bauen,باسنگ ساختن,البناء بالحجر
Stood,De pie,Stehen,ایستادن,الوقوف
Stooge, herramienta manual, Handwerkzeug,"آلت دست	", أداة يدوية
Stooges,funcionarios,Beamte,عمال,المسؤولون
Stool,Cuatro patas,Vier Beine,چار پایه,أربع أرجل
Stoop, Humildad, Demut,"خشوع	", التواضع
Stop,Sostener,Halten,نگه داشتن,يمسك
Stopcock,Dispositivo de detención,Stoppvorrichtung,وسیله توقف,جهاز التوقف
Stopgap,válvula de bloqueo,Absperrventil,دریچه انسداد,صمام الحجب
Stoplight,luz de freno,Bremslicht,چراغ ترمز,ضوء الفرامل
Stoppage,Obstrucción,Obstruktion,انسداد,عرقلة
Stopped,Interrumpido,Gestoppt,متوقف,متوقف
Stopper,Preventivo,Präventiv,جلوگیری کننده,وقائي
Stopping,Masada,Masada,مسدد,مسعدة
Stopwatch,Podómetro,Schrittzähler,گام شمار,عداد الخطى
Storable,Almacenable,Lagerfähig,انبار کردنی,قابلة للتخزين
Storage,Su almacén,Sein Lager,انبارش,مستودعه
Storages,Tanques,Panzer,مخازن,الدبابات
Store,Almacenar,Speichern,فروشگاه,محل
Stored,Acumulado,Kumuliert,اندوخته,متراكمة
Storekeeper,almacenista,Lagerarbeiter,انباردار,عامل المستودع
Storekeeping,Depósito,Lager,انبار داری,مستودع
Stores,Depósito,Lager,انبار,مستودع
Storied,Historia,Geschichte,داستانی,قصة
Stork,Alondra,Lerche,لقلق,قبرة
Storm,Atacando,Durch Angriffe,باحمله گرفتن,عن طريق الهجوم
Stormbound,Atrapado en una tormenta,Gefangen im Sturm,گرفتار توفان,عالق في عاصفة
Stormy,Ventisca,Schneesturm,کولاک دار,عاصفة ثلجية
Story,Historia,Geschichte,داستان,قصة
Storyteller,Cuento de hadas,Märchen,افسانه سرا,حكاية خيالية
Storytelling,Narrador,Erzähler,نقالی,الراوي
Stour,Gigantesco,Gigantisch,غول آسا,عملاق
Stout,Un tipo de cerveza,Eine Biersorte,نوعی آبجو,نوع من البيرة
Stouten,Fortalecer,Stärken,نیرومند ساختن,تقوية
Stove,Cocinando,Kochen,فرخوراک پزی,طبخ
Strabismus,Lucci,Lucci,لوچی,لوتشي
Straddle,Caminar con paso amplio,Mit breitem Gang gehen,گشادگشاد راه رفتن,المشي بخطى واسعة
Straggle, Vagabundo, Wanderer,"سرگردان	", متجول
Straight,Directamente,Direkt,مستقیما,مباشرة
Straighten, Directo, Direkt,"مستقیم	", مباشر
Straightener,Plancha de pelo,Haarglätter,صاف کننده,مكواة فرد الشعر
Straightforward,Shari'Allahjah,Shari'Allahjah,صریح اللهجه,شرع الله
Straightish,Cabeza recta,Gerader Kopf,سر راست,رأس مستقيم
Straightlaced,Banda para el vientre,Bauchband,شکم بند دار,حزام البطن
Straightway,Cabeza recta,Gerader Kopf,سر راست,رأس مستقيم
Strain,Para filtrar,Filtern,صافی کردن,للتصفية
Strained,Suavizado,Geglättet,صاف کرده,مُنعم
Strainer,Refinador,Raffinerie,پالایش کننده,مصفاة
Straining,Pala,Pala,پالا,بالا
Strait,En peligro,In Not,در مضیقه,في محنة
Straitlaced,Banda para el vientre,Bauchband,شکم بند دار,حزام البطن
Straits,Estrechez,Enge,تنگنا,ضيق
Strake,Grieta en el techo,Dachriss,شکاف سقف,شق السقف
Strakov,Strakhov,Strachow,استراخوف,ستراخوف
Stramonium,Datura,Stechapfel,داتوره,داتورا
Strand,Ser abandonado,Verlassen werden,متروک ماندن,أن يتم التخلي عنها
Strange,Extraño,Seltsam,غریب,غريب
Strangeness,Extrañeza,Fremdheit,غرابت,غرابة
Stranger,Desconocido,Unbekannt,نا محرم,غير مألوف
Strangers,Extraños,Fremde,غرباء,الغرباء
Strangulate, Estrangulación, Strangulation,"خفقان ایجاد	", الخنق
Strangulated,Estrangulado,Erwürgt,مختنق,مخنوق
Strangulation,Asfixia,Erstickung,اختناق,الاختناق
Strangulatory,Estrangulación,Strangulation,اختناقی,الخنق
Strangury,Paz,Frieden,اطام,سلام
Strap,Fornido,Umreifung,تسمه زدن,الربط
Strapped,Estribo,Bügel,رکاب دار,ركاب
Strategic,Estratégico,Strategisch,استراتژیک,استراتيجي
Strategist,Razmara,Razmara,رزمآرا,رازمارا
Strategy,Estrategia,Strategie,استراتژی,الاستراتيجية
Straticulate,Piso Piso,Boden Boden,طبقه طبقه,الأرضية الأرضية
Stratification,Capas,Schichtung,لایه بندی,الطبقات
Stratified,Rayado,Streifig,رگه دار,معرق
Stratiform,Similar al suelo,Bodenähnlich,طبقه مانند,مثل الأرضية
Stratify, Hoja por hoja, Blatt für Blatt,"ورقه ورقه	", ورقة تلو الأخرى
Stratum,Piso,Boden,طبقه,أرضية
Straw,Paja,Stroh,استراو,قَشَّة
Strawberry,fresas,Erdbeeren,توت فرنگی,الفراولة
Strawboard,cartón de paja,Strohkarton,مقوای کاهی,كرتون القش
Strawy,Paja,Stroh,کاهی,قَشَّة
Straying,Yendo por mal camino,Auf Abwege geraten,بیراهه روی,الضلال
Streak,Amanecer,Dämmerung,سپیده دم,فَجر
Streaky,Cambiable,Veränderbar,قابل تغییر,قابلة للتغيير
Stream,Camino,Weg,مسیل,طريق
Streamer,Redacción de periódicos,Zeitungsschreiben,نگاری روزنامه,كتابة الصحف
Streamlet,pequeño arroyo,Kleiner Bach,نهر کوچک,مجرى مائي صغير
Street,Calle,Straße,خیابان,شارع
Streetwalker,Por todas partes alrededor,Überall herum,هر جا گرد,في كل مكان حولنا
Strenghten, Fuerte, Stark,"نیرومند	", قوي
Strength,Arrepentimiento y poder,Reue und Macht,تواب و توان,التوبة والقوة
Strengthen, Fuerte, Stark,"نیرومند	", قوي
Strengthened,Fuerte,Stark,مستحکم,قوي
Strengthening,Reforzamiento,Verstärkung,تقویتی,تعزيز
Strenuosness,Esfuerzo,Bemühung,بذل مساعی,جهد
Strenuous,Maravilloso,Wunderbar,فوق العاده,رائع
Stress,Destacar,Highlight,برجسته نمودن,تسليط الضوء
Stressed,Intensificado,Intensiviert,مشدد,مكثف
Stressful,Lleno de angustia,Voller Not,پراز پریشانی,مليئة بالضيق
Stressless,No hay problema.,Keine Sorge.,بی نگرانی,لا شكر على واجب.
Stretch,Extensión,Erweitern,امتداددادن,تمديد
Stretcher,Expansor,Expander,بسط یابنده,الموسع
Stretching,Extensión,Verlängerung,اطاله,امتداد
Strew, Nisar, Nisar,"نثار	", نثار
Strewment,Desorden,Unordnung,بهم ریختگی,فوضى
Stria,Franja estrecha,Schmaler Streifen,نوار باریک,شريط ضيق
Striate, A rayas, Gestreift,"مخطط	", مخطط
Stricken,Asolado por el desastre,Von einer Katastrophe heimgesucht,مصیبت زده,المنكوبة بالكارثة
Strict,Reglamento,Vorschriften,مقرراتی,أنظمة
Strictly,Estrictamente,Streng,اکیداً,بدقة
Strictness,Rigor,Strenge,سختگیری,الصرامة
Stricture,Astucia,Klugheit,باریک بینی,الدهاء
Stride,Lanzar una manguera,Einen Schlauch werfen,شلنگ انداختن,رمي خرطوم
Stridulate,Haciendo un sonido,Einen Ton erzeugen,صدا درآوردن,إصدار صوت
Strife,Intento elocuente,Eloquenter Versuch,سعی بلیغ,محاولة بليغة
Strifeless,Sin conflicto,Ohne Konflikte,بی نزاع,بدون صراع
Strike,Ser golpeado,Geschlagen werden,باشدت زدن,أن يتم ضربه
Strikeless,Sin impacto,Keine Auswirkungen,بدون ضربت,لا يوجد تأثير
Striker,Huelguista,Stürmer,اعتصاب کننده,مهاجم
Striking,Receptor,Empfänger,گیرنده,المتلقي
String,Asado,Braten,برشته کشیدن,تحميص
Stringed,Soga,Seil,طنابی,حبل
Stringency,Afilado y afilado,Scharf und scharf,تند و تیزی,حاد و حاد
Stringer,Instrumentista,Instrumentalist,نوازنده ساز,عازف
Strip, Desnudo, Nackt,"برهنه	", عاريًا
Stripe, Corredor, Korridor,"راهراه	", الممر
Striped,Corredor,Korridor,راهراه,الممر
Stripes,Pauta,Linien,خطوط,خطوط
Stripy,A rayas,Gestreift,مخطط,مخطط
Strive, Gravedad, Schwere,"جدیت	", خطورة
Striving,Muyahidines,Mudschaheddin,مجاهده,المجاهدين
Stroke, Caricia, Streicheln,"نوازش	", عناق
Strokes,Golpes,Schläge,ضربات,ضربات
Stroll,Devenir,Werden,گردیدن,تصبح
Stroller,Vagabundo,Wanderer,پرسهزن,متجول
Stroma,Tejido basal,Basalgewebe,بافت بنیادی,الأنسجة القاعدية
Strong,Fuerte,Stark,قوی,قوي
Stronghold,fortaleza militar,Militärfestung,قلعه نظامی,حصن عسكري
Strongly,Extremadamente,Äußerst,شدیدا,لأقصى حد
Strop,Cuerda corta,Kurzes Seil,طناب کوتاه,حبل قصير
Struck,En huelga,Im Streik,درحال اعتصاب,في الإضراب
Structural,Construcción,Konstruktion,ساختمانی,بناء
Structuralization,Establecimiento,Gründung,بنیان گذاری,التأسيس
Structure,Edificio,Gebäude,ساختمان,مبنى
Structureless,Sin edificio,Ohne Gebäude,بی ساختمان,بدون مبنى
Struggle, Manos y pies, Hände und Füße,"دست وپا	", اليدين والقدمين
Struggling,Glaviz,Glaviz,گلاویز,غلافيز
Strum,Tocar un tambor,Eine Trommel schlagen,مضراب زدن,لضرب الطبل
Strumpet,Mujer malvada,Böse Frau,زن بدکار,امرأة شريرة
Strunt,Coxis,Steißbein,بیخ دم,عظم الذنب
Strut,Errante,Wandern,خرامیدن,تجول
Strutter,Errante,Wandern,خرامنده,تجول
Strutting,Khuraman,Khuraman,خرامان,خورامان
Stuart,Stewart,Stewart,استوارت,ستيوارت
Stub,Precio de la entrada,Ticketpreis,ته بلیط,سعر التذكرة
Stubaxle,Pata de perro,Hundepfote,سگدست,مخلب الكلب
Stubble,Cabello sin afeitar,Unrasiertes Haar,موی نتراشیده,شعر غير محلوق
Stubbly,Como un monje,Wie ein Mönch,شبیه کاهبن,مثل الراهب
Stubborn,Mirando fijamente,Starren,خیره سر,التحديق
Stubbornly,Obstinadamente,Hartnäckig,لجوجانه,بعناد
Stubbornness,Cuello travieso,Ungezogener Hals,گردن شقی,رقبة شقية
Stubby,"Pincho, pincho","Spieß, Spieß",سیخ سیخ,"سيخ، سيخ"
Stuck,Adhesivo,Klebstoff,چسباننده,مادة لاصقة
Stud,Caballo de huevo,Eierpferd,اسب تخمی,حصان البيض
Studding,Altura de la habitación,Raumhöhe,ارتفاع اتاق,ارتفاع الغرفة
Student,Alumno,Student,دانش آموز,طالب
Studentship,Aprendizaje,Ausbildung,شاگردی,التدريب المهني
Studio,Taller de arte,Kunstwerkstatt,کارگاه هنری,ورشة عمل فنية
Studious,Lector de libros,Buchleser,کتاب خوان,قارئ الكتب
Study,Estudiando,Studium,درس خواندن,دراسة
Stuff,Para presionar,Drücken,چپاندن,للضغط
Stuffed,Orden del día,Agenda,آگنده,جدول الأعمال
Stuffiness,Asfixia,Ersticken,خفگی,الاختناق
Stuffing,Buglemeh,Buglemeh,بوغلمه,بوغليمة
Stuffless,Sin capas,Schichtlos,بی لایه,بدون طبقات
Stuffy,Conservador,Konservativ,محافظه کار,محافظ
Stuggle, Manos y pies, Hände und Füße,"دست و پا	", اليدين والقدمين
Stull,Gran mordisco,Großer Biss,لقمه بزرگ,لدغة كبيرة
Stultify, Tonto, Narr,"احمق	", أحمق
Stumble,Tropezar,Stolpern,تلو تلو خوردن,التعثر
Stumbler,Asombroso,Staffelung,تلو تلو خور,مذهل
Stump,El sonido de algo pesado cayendo.,"Das Geräusch von etwas Schwerem, das fällt.",صدایافتادن چیزسنگین,صوت شيء ثقيل يسقط.
Stumpage,Tala de árboles,Baumfällung,قطع اشجار,قطع الأشجار
Stumpy,Corto y ancho,Kurz und breit,کوتاه وپهن,قصيرة وواسعة
Stun, Asombrado, Erstaunt,"حیرت زده	", مندهش
Stunned, Mirando fijamente, Starren,"خیره	", التحديق
Stunner,Confuso,Verwirrend,گیج کننده,مربك
Stunt,Atrofiar,Kunststück,شیرین کاری,حيلة
Stupa,Cúpula de la tumba,Grabkuppel,گنبد مقبره,قبة القبر
Stupe,Apósito para heridas,Wundverband,لحافک زخم,ضمادة الجروح
Stupefacient,Confuso,Verwirrend,گیج کننده,مربك
